customer_id,last_tx_date,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,customer_segment,location
C1049422,2016-09-23,39,2,1222.86,2,3,3,233,At Risk,PUNE
C1038592,2016-09-29,33,2,1222.83,3,3,3,333,Loyal Customers,BANGALORE
C1006741,2016-10-31,1,3,1222.82,5,5,3,553,Loyal Customers,THANE
C1038795,2016-09-14,48,1,1222.68,2,1,3,213,Low Value / Casual,KOLKATA
C1022985,2016-10-08,24,2,1222.67,3,3,3,333,Loyal Customers,INDORE
C1045769,2016-09-12,50,2,1222.61,2,2,3,223,Low Value / Casual,BANGALORE
C1014129,2016-10-16,16,3,1222.54,4,4,3,443,Loyal Customers,BANGALORE
C1038965,2016-10-30,2,2,1222.54,5,4,3,543,Loyal Customers,HYDERABAD
C1015867,2016-10-10,22,3,1222.49,3,4,3,343,Loyal Customers,PUNE
C1044769,2016-08-13,80,1,1222.25,1,1,3,113,Low Value / Casual,MUMBAI
C1022425,2016-09-25,37,1,1222.23,2,1,3,213,Low Value / Casual,BANGALORE
C1022764,2016-10-07,25,4,1222.19,3,5,3,353,Loyal Customers,KOLKATA
C1004873,2016-10-10,22,2,1222.16,3,3,3,333,Loyal Customers,NOIDA
C1049496,2016-09-13,49,2,1221.89,2,2,3,223,Low Value / Casual,BANGALORE
C1012346,2016-08-04,89,2,1221.83,1,2,3,123,Low Value / Casual,PATNA
C1032780,2016-08-30,63,3,1221.7,1,4,3,143,At Risk,JAIPUR
C1006949,2016-10-13,19,2,1221.67,4,3,3,433,Loyal Customers,GURGAON
C1007855,2016-08-06,87,1,1221.58,1,1,3,113,Low Value / Casual,NEW DELHI
C1006411,2016-08-13,80,1,1221.27,1,1,3,113,Low Value / Casual,MUMBAI
C1030751,2016-08-22,71,2,1221.2,1,2,3,123,Low Value / Casual,BANGALORE
C1010766,2016-10-14,18,3,1221.17,4,4,3,443,Loyal Customers,THANE
C1034206,2016-09-21,41,1,1221.11,2,1,3,213,Low Value / Casual,NOIDA
C1002727,2016-08-28,65,1,1221.07,1,1,3,113,Low Value / Casual,PUNE
C1004871,2016-10-24,8,3,1221.06,5,4,3,543,Loyal Customers,PUNE
C1015228,2016-10-27,5,2,1220.94,5,3,3,533,Loyal Customers,HYDERABAD
C1042253,2016-09-28,34,3,1220.8,3,4,3,343,Loyal Customers,NEW DELHI
C1017252,2016-10-30,2,2,1220.78,5,4,3,543,Loyal Customers,CHENNAI
C1044061,2016-08-17,76,1,1220.78,1,1,3,113,Low Value / Casual,NEW DELHI
C1028669,2016-09-14,48,4,1220.62,2,5,3,253,At Risk,NEW DELHI
C1016048,2016-10-26,6,4,1220.5,5,5,3,553,Loyal Customers,HYDERABAD
C1015652,2016-09-23,39,2,1220.43,2,3,3,233,At Risk,HYDERABAD
C1015104,2016-10-30,2,3,1220.38,5,5,3,553,Loyal Customers,KOLKATA
C1016195,2016-10-03,29,2,1220.35,3,3,3,333,Loyal Customers,MUMBAI
C1047613,2016-09-19,43,3,1220.3,2,4,3,243,At Risk,CHENNAI
C1025843,2016-10-19,13,3,1220.26,4,4,3,443,Loyal Customers,MUMBAI
C1049876,2016-09-19,43,2,1220.26,2,3,3,233,At Risk,MUMBAI
C1006699,2016-10-23,9,3,1220.22,5,4,3,543,Loyal Customers,MUMBAI
C1025674,2016-09-15,47,1,1220.12,2,1,3,213,Low Value / Casual,BANGALORE
C1004575,2016-10-22,10,4,1219.89,4,5,3,453,Loyal Customers,THANE
C1048185,2016-10-27,5,3,1219.85,5,5,3,553,Loyal Customers,PUNE
C1014517,2016-10-28,4,2,1219.75,5,4,3,543,Loyal Customers,KOLKATA
C1026047,2016-09-27,35,1,1219.55,2,1,3,213,Low Value / Casual,MUMBAI
C1031772,2016-10-26,6,1,1219.51,5,2,3,523,Potential Loyalists,MUMBAI
C1003895,2016-10-08,24,4,1219.49,3,5,3,353,Loyal Customers,BANGALORE
C1048184,2016-10-11,21,3,1219.44,3,4,3,343,Loyal Customers,GURGAON
C1039916,2016-10-04,28,2,1219.37,3,3,3,333,Loyal Customers,NEW DELHI
C1000899,2016-08-13,80,1,1219.24,1,1,3,113,Low Value / Casual,MUMBAI
C1046893,2016-08-25,68,1,1219.13,1,1,3,113,Low Value / Casual,CHENNAI
C1019293,2016-09-23,39,2,1218.98,2,3,3,233,At Risk,HYDERABAD
C1002807,2016-09-15,47,2,1218.91,2,2,3,223,Low Value / Casual,MUMBAI
C1007331,2016-10-07,25,3,1218.89,3,4,3,343,Loyal Customers,HYDERABAD
C1032582,2016-09-21,41,1,1218.85,2,1,3,213,Low Value / Casual,CHENNAI
C1035840,2016-10-22,10,2,1218.76,4,3,3,433,Loyal Customers,NOIDA
C1047717,2016-08-19,74,2,1218.56,1,2,3,123,Low Value / Casual,GURGAON
C1034613,2016-09-30,32,3,1218.52,3,4,3,343,Loyal Customers,AHMEDABAD
C1039251,2016-10-02,30,3,1218.46,3,4,3,343,Loyal Customers,PATNA
C1006696,2016-08-26,67,1,1218.38,1,1,3,113,Low Value / Casual,HYDERABAD
C1003733,2016-10-14,18,3,1218.32,4,4,3,443,Loyal Customers,CHENNAI
C1006466,2016-10-31,1,2,1218.31,5,4,3,543,Loyal Customers,MUMBAI
C1047330,2016-08-27,66,1,1218.29,1,1,3,113,Low Value / Casual,NOIDA
C1031371,2016-10-06,26,1,1218.19,3,2,3,323,Low Value / Casual,MUMBAI
C1049401,2016-09-22,40,2,1218.18,2,3,3,233,At Risk,INDORE
C1040010,2016-10-13,19,2,1217.85,4,3,3,433,Loyal Customers,BANGALORE
C1024957,2016-10-28,4,4,1217.78,5,5,3,553,Loyal Customers,MUMBAI
C1030323,2016-10-14,18,2,1217.77,4,3,3,433,Loyal Customers,MUMBAI
C1016881,2016-09-28,34,3,1217.71,3,4,3,343,Loyal Customers,MUMBAI
C1048201,2016-10-27,5,3,1217.53,5,5,3,553,Loyal Customers,NEW DELHI
C1047476,2016-10-09,23,2,1217.4,3,3,3,333,Loyal Customers,BANGALORE
C1024704,2016-10-07,25,2,1217.26,3,3,3,333,Loyal Customers,JAIPUR
C1024336,2016-10-08,24,3,1217.21,3,4,3,343,Loyal Customers,THANE
C1045819,2016-10-01,31,2,1217.21,3,3,3,333,Loyal Customers,THANE
C1025962,2016-09-23,39,3,1217.2,2,4,3,243,At Risk,NOIDA
C1035688,2016-10-23,9,2,1217.1,4,3,3,433,Loyal Customers,PUNE
C1025157,2016-08-16,77,2,1217.09,1,2,3,123,Low Value / Casual,BANGALORE
C1034959,2016-08-29,64,2,1217.08,1,2,3,123,Low Value / Casual,NEW DELHI
C1010314,2016-10-19,13,3,1217.03,4,4,3,443,Loyal Customers,GURGAON
C1007937,2016-10-12,20,2,1216.98,3,3,3,333,Loyal Customers,PUNE
C1015588,2016-10-28,4,2,1216.81,5,4,3,543,Loyal Customers,MUMBAI
C1011600,2016-09-29,33,1,1216.63,3,1,3,313,Low Value / Casual,HYDERABAD
C1036861,2016-08-29,64,1,1216.6,1,1,3,113,Low Value / Casual,INDORE
C1021152,2016-09-17,45,2,1216.3,2,2,3,223,Low Value / Casual,NEW DELHI
C1036628,2016-10-11,21,2,1216.15,3,3,3,333,Loyal Customers,CHENNAI
C1041705,2016-08-31,62,2,1216.05,1,2,3,123,Low Value / Casual,NEW DELHI
C1045671,2016-10-25,7,2,1215.94,5,3,3,533,Loyal Customers,CHENNAI
C1034226,2016-09-11,51,2,1215.91,2,2,3,223,Low Value / Casual,BANGALORE
C1006373,2016-09-27,35,3,1215.9,2,4,3,243,At Risk,MUMBAI
C1011391,2016-09-11,51,2,1215.69,2,2,3,223,Low Value / Casual,THANE
C1039237,2016-10-10,22,2,1215.48,3,3,3,333,Loyal Customers,MUMBAI
C1037069,2016-10-09,23,2,1215.39,3,3,3,333,Loyal Customers,NEW DELHI
C1003940,2016-10-12,20,3,1215.34,4,4,3,443,Loyal Customers,HYDERABAD
C1042407,2016-09-29,33,2,1215.2,3,3,3,333,Loyal Customers,THANE
C1008921,2016-10-07,25,3,1215.18,3,4,3,343,Loyal Customers,THANE
C1015940,2016-10-30,2,3,1215.13,5,5,3,553,Loyal Customers,HYDERABAD
C1030801,2016-10-23,9,3,1215.11,5,4,3,543,Loyal Customers,BANGALORE
C1000933,2016-09-24,38,1,1214.99,2,1,3,213,Low Value / Casual,MUMBAI
C1046378,2016-08-18,75,2,1214.88,1,2,3,123,Low Value / Casual,LUCKNOW
C1040563,2016-08-11,82,1,1214.83,1,1,3,113,Low Value / Casual,NOIDA
C1010169,2016-09-06,56,4,1214.67,1,5,3,153,At Risk,PATNA
C1032420,2016-09-13,49,1,1214.63,2,1,3,213,Low Value / Casual,CHENNAI
C1012201,2016-10-20,12,2,1214.59,4,3,3,433,Loyal Customers,CHENNAI
C1022088,2016-09-22,40,1,1214.57,2,1,3,213,Low Value / Casual,NEW DELHI
C1027050,2016-10-25,7,2,1214.56,5,3,3,533,Loyal Customers,NEW DELHI
C1020164,2016-09-09,53,2,1214.55,2,2,3,223,Low Value / Casual,PUNE
C1003674,2016-10-06,26,3,1214.32,3,4,3,343,Loyal Customers,NOIDA
C1042527,2016-10-29,3,3,1214.29,5,5,3,553,Loyal Customers,THANE
C1022195,2016-09-20,42,2,1214.27,2,3,3,233,At Risk,KOLKATA
C1005807,2016-10-28,4,3,1214.07,5,5,3,553,Loyal Customers,CHENNAI
C1015384,2016-09-06,56,3,1214.04,1,4,3,143,At Risk,MUMBAI
C1022482,2016-09-22,40,3,1214.03,2,4,3,243,At Risk,CHENNAI
C1037513,2016-10-06,26,3,1213.97,3,4,3,343,Loyal Customers,CHENNAI
C1008225,2016-09-20,42,2,1213.95,2,3,3,233,At Risk,KOLKATA
C1020517,2016-09-27,35,1,1213.92,2,1,3,213,Low Value / Casual,PUNE
C1035992,2016-10-03,29,3,1213.91,3,4,3,343,Loyal Customers,BANGALORE
C1007742,2016-09-23,39,2,1213.88,2,3,3,233,At Risk,HYDERABAD
C1037203,2016-09-23,39,2,1213.86,2,3,3,233,At Risk,KOLKATA
C1039002,2016-10-13,19,4,1213.82,4,5,3,453,Loyal Customers,KOLKATA
C1023013,2016-09-29,33,4,1213.66,3,5,3,353,Loyal Customers,NEW DELHI
C1040814,2016-08-09,84,2,1213.59,1,2,3,123,Low Value / Casual,GURGAON
C1030834,2016-09-27,35,1,1213.56,2,1,3,213,Low Value / Casual,PUNE
C1034067,2016-10-07,25,2,1213.53,3,3,3,333,Loyal Customers,GURGAON
C1039617,2016-10-28,4,1,1213.48,5,2,3,523,Potential Loyalists,GURGAON
C1012966,2016-08-28,65,3,1213.43,1,4,3,143,At Risk,THANE
C1020215,2016-10-16,16,5,1213.34,4,5,3,453,Loyal Customers,HYDERABAD
C1026184,2016-09-28,34,2,1213.32,3,3,3,333,Loyal Customers,HYDERABAD
C1020279,2016-09-12,50,2,1213.25,2,2,3,223,Low Value / Casual,KOLKATA
C1036049,2016-08-04,89,1,1213.25,1,1,3,113,Low Value / Casual,HYDERABAD
C1032144,2016-09-03,59,2,1213.1,1,2,3,123,Low Value / Casual,MUMBAI
C1029766,2016-09-18,44,2,1213.01,2,3,3,233,At Risk,NEW DELHI
C1037537,2016-10-22,10,2,1212.96,4,3,3,433,Loyal Customers,BANGALORE
C1017656,2016-09-28,34,1,1212.94,3,1,3,313,Low Value / Casual,SURAT
C1003922,2016-10-08,24,2,1212.91,3,3,3,333,Loyal Customers,HYDERABAD
C1025462,2016-10-29,3,3,1212.71,5,5,3,553,Loyal Customers,LUCKNOW
C1032489,2016-09-10,52,3,1212.71,2,4,3,243,At Risk,NOIDA
C1017585,2016-10-17,15,1,1212.68,4,2,3,423,Potential Loyalists,CHENNAI
C1038830,2016-08-17,76,2,1212.64,1,2,3,123,Low Value / Casual,PUNE
C1027895,2016-08-25,68,1,1212.59,1,1,3,113,Low Value / Casual,MUMBAI
C1032890,2016-10-05,27,2,1212.55,3,3,3,333,Loyal Customers,CHENNAI
C1009775,2016-10-27,5,5,1212.29,5,5,3,553,Loyal Customers,NOIDA
C1040211,2016-09-11,51,3,1212.27,2,4,3,243,At Risk,PATNA
C1011097,2016-09-18,44,2,1212.2,2,2,3,223,Low Value / Casual,MUMBAI
C1012293,2016-10-15,17,1,1212.03,4,2,3,423,Potential Loyalists,NEW DELHI
C1047463,2016-10-30,2,3,1211.89,5,5,3,553,Loyal Customers,THANE
C1029596,2016-10-04,28,3,1211.77,3,4,3,343,Loyal Customers,PUNE
C1025958,2016-10-26,6,3,1211.74,5,4,3,543,Loyal Customers,MUMBAI
C1024677,2016-10-20,12,3,1211.48,4,4,3,443,Loyal Customers,CHENNAI
C1027097,2016-10-28,4,4,1211.19,5,5,3,553,Loyal Customers,NEW DELHI
C1016447,2016-10-20,12,2,1211.15,4,3,3,433,Loyal Customers,MUMBAI
C1016516,2016-10-26,6,1,1211.13,5,2,3,523,Potential Loyalists,NEW DELHI
C1024564,2016-08-07,86,1,1211.08,1,1,3,113,Low Value / Casual,GURGAON
C1015913,2016-10-11,21,1,1211.03,3,2,3,323,Low Value / Casual,MUMBAI
C1008143,2016-10-30,2,2,1210.82,5,4,3,543,Loyal Customers,BANGALORE
C1023307,2016-10-10,22,5,1210.75,3,5,3,353,Loyal Customers,NEW DELHI
C1035105,2016-10-27,5,3,1210.71,5,5,3,553,Loyal Customers,SURAT
C1002776,2016-10-09,23,1,1210.66,3,2,3,323,Low Value / Casual,BANGALORE
C1007818,2016-09-09,53,2,1210.62,2,2,3,223,Low Value / Casual,PATNA
C1014817,2016-10-29,3,4,1210.61,5,5,3,553,Loyal Customers,HYDERABAD
C1018075,2016-10-09,23,3,1210.54,3,4,3,343,Loyal Customers,AHMEDABAD
C1038696,2016-10-24,8,1,1210.52,5,2,3,523,Potential Loyalists,MUMBAI
C1018590,2016-10-28,4,5,1210.49,5,5,3,553,Loyal Customers,BANGALORE
C1031171,2016-09-29,33,1,1210.47,3,1,3,313,Low Value / Casual,PUNE
C1039450,2016-10-18,14,5,1210.42,4,5,3,453,Loyal Customers,MUMBAI
C1045602,2016-08-04,89,1,1210.21,1,1,3,113,Low Value / Casual,NOIDA
C1039765,2016-08-11,82,1,1210.09,1,1,3,113,Low Value / Casual,NOIDA
C1013531,2016-10-10,22,3,1209.99,3,4,3,343,Loyal Customers,HYDERABAD
C1044987,2016-08-13,80,3,1209.91,1,4,3,143,At Risk,MUMBAI
C1015481,2016-08-29,64,2,1209.87,1,2,3,123,Low Value / Casual,KOLKATA
C1020393,2016-10-31,1,3,1209.84,5,5,3,553,Loyal Customers,HYDERABAD
C1047683,2016-09-09,53,2,1209.83,2,2,3,223,Low Value / Casual,MUMBAI
C1029568,2016-08-11,82,1,1209.8,1,1,3,113,Low Value / Casual,BANGALORE
C1002201,2016-10-26,6,1,1209.74,5,2,3,523,Potential Loyalists,HYDERABAD
C1049056,2016-10-16,16,3,1209.65,4,4,3,443,Loyal Customers,BANGALORE
C1008023,2016-10-15,17,2,1209.59,4,3,3,433,Loyal Customers,BANGALORE
C1019576,2016-09-19,43,2,1209.55,2,3,3,233,At Risk,NOIDA
C1036869,2016-10-15,17,3,1209.45,4,4,3,443,Loyal Customers,MUMBAI
C1017686,2016-08-26,67,1,1209.29,1,1,3,113,Low Value / Casual,PUNE
C1025925,2016-09-12,50,2,1209.22,2,2,3,223,Low Value / Casual,CHENNAI
C1002561,2016-10-05,27,3,1208.89,3,4,3,343,Loyal Customers,MUMBAI
C1049481,2016-10-25,7,2,1208.89,5,3,3,533,Loyal Customers,THANE
C1033479,2016-09-06,56,2,1208.42,1,2,3,123,Low Value / Casual,KOLKATA
C1025866,2016-10-18,14,2,1208.36,4,3,3,433,Loyal Customers,BANGALORE
C1002204,2016-09-30,32,1,1208.36,3,2,3,323,Low Value / Casual,NEW DELHI
C1002619,2016-10-08,24,2,1208.33,3,3,3,333,Loyal Customers,MUMBAI
C1047531,2016-09-13,49,2,1208.33,2,2,3,223,Low Value / Casual,MUMBAI
C1043933,2016-08-30,63,2,1208.25,1,2,3,123,Low Value / Casual,NOIDA
C1031315,2016-08-20,73,2,1208.18,1,2,3,123,Low Value / Casual,HYDERABAD
C1005078,2016-09-24,38,3,1208.15,2,4,3,243,At Risk,NOIDA
C1044361,2016-10-08,24,1,1208.05,3,2,3,323,Low Value / Casual,CHENNAI
C1003319,2016-10-07,25,2,1207.96,3,3,3,333,Loyal Customers,PUNE
C1042706,2016-09-25,37,2,1207.95,2,3,3,233,At Risk,MUMBAI
C1023653,2016-10-31,1,3,1207.85,5,5,3,553,Loyal Customers,CHENNAI
C1032217,2016-09-04,58,2,1207.85,1,2,3,123,Low Value / Casual,MUMBAI
C1026342,2016-10-03,29,2,1207.69,3,3,3,333,Loyal Customers,BANGALORE
C1037007,2016-10-30,2,4,1207.64,5,5,3,553,Loyal Customers,HYDERABAD
C1010881,2016-08-23,70,1,1207.42,1,1,3,113,Low Value / Casual,AHMEDABAD
C1016988,2016-10-02,30,3,1207.38,3,4,3,343,Loyal Customers,CHENNAI
C1032255,2016-10-04,28,3,1207.33,3,4,3,343,Loyal Customers,NEW DELHI
C1006522,2016-09-24,38,4,1207.16,2,5,3,253,At Risk,KOLKATA
C1038743,2016-10-11,21,1,1207.16,3,2,3,323,Low Value / Casual,GURGAON
C1020635,2016-10-12,20,3,1207.08,3,4,3,343,Loyal Customers,GURGAON
C1000635,2016-09-27,35,3,1206.87,2,4,3,243,At Risk,PUNE
C1010904,2016-10-27,5,2,1206.83,5,3,3,533,Loyal Customers,JAIPUR
C1040030,2016-10-14,18,2,1206.51,4,3,3,433,Loyal Customers,MUMBAI
C1030997,2016-08-13,80,1,1206.48,1,1,3,113,Low Value / Casual,NEW DELHI
C1018621,2016-10-01,31,2,1206.46,3,3,3,333,Loyal Customers,BANGALORE
C1011320,2016-10-27,5,3,1206.35,5,5,3,553,Loyal Customers,BANGALORE
C1039657,2016-10-11,21,1,1206.25,3,2,3,323,Low Value / Casual,PUNE
C1014985,2016-09-20,42,2,1206.24,2,3,3,233,At Risk,THANE
C1018509,2016-09-18,44,3,1206.23,2,4,3,243,At Risk,MUMBAI
C1012216,2016-10-23,9,3,1206.22,5,4,3,543,Loyal Customers,MUMBAI
C1008530,2016-10-27,5,2,1206.22,5,3,3,533,Loyal Customers,MUMBAI
C1037681,2016-09-27,35,4,1206.21,2,5,3,253,At Risk,BANGALORE
C1042156,2016-10-08,24,4,1206.0,3,5,3,353,Loyal Customers,MUMBAI
C1020549,2016-10-31,1,2,1205.98,5,4,3,543,Loyal Customers,MUMBAI
C1040643,2016-10-27,5,2,1205.98,5,3,3,533,Loyal Customers,NEW DELHI
C1038078,2016-10-12,20,1,1205.83,4,2,3,423,Potential Loyalists,MUMBAI
C1008988,2016-09-27,35,1,1205.56,2,1,3,213,Low Value / Casual,HYDERABAD
C1014331,2016-10-15,17,1,1205.42,4,2,3,423,Potential Loyalists,CHENNAI
C1038263,2016-08-31,62,2,1205.33,1,2,3,123,Low Value / Casual,HYDERABAD
C1029223,2016-09-27,35,3,1205.17,2,4,3,243,At Risk,AHMEDABAD
C1044469,2016-10-29,3,1,1205.09,5,2,3,523,Potential Loyalists,NEW DELHI
C1042394,2016-08-19,74,1,1205.08,1,1,3,113,Low Value / Casual,NOIDA
C1005740,2016-10-14,18,4,1205.01,4,5,3,453,Loyal Customers,GURGAON
C1047156,2016-10-17,15,3,1204.97,4,4,3,443,Loyal Customers,PUNE
C1000012,2016-08-03,90,1,1204.85,1,1,3,113,Low Value / Casual,BANGALORE
C1006958,2016-10-04,28,5,1204.83,3,5,3,353,Loyal Customers,KOLKATA
C1047069,2016-09-20,42,2,1204.78,2,3,3,233,At Risk,KOLKATA
C1005999,2016-10-28,4,4,1204.74,5,5,3,553,Loyal Customers,NEW DELHI
C1020967,2016-10-06,26,3,1204.74,3,4,3,343,Loyal Customers,LUCKNOW
C1010855,2016-10-13,19,1,1204.69,4,2,3,423,Potential Loyalists,PATNA
C1017821,2016-10-07,25,2,1204.52,3,3,3,333,Loyal Customers,MUMBAI
C1049165,2016-08-31,62,1,1204.51,1,1,3,113,Low Value / Casual,MUMBAI
C1024499,2016-09-02,60,2,1204.37,1,2,3,123,Low Value / Casual,HYDERABAD
C1039223,2016-09-22,40,1,1204.14,2,1,3,213,Low Value / Casual,LUCKNOW
C1032327,2016-09-21,41,1,1203.98,2,1,3,213,Low Value / Casual,MUMBAI
C1028548,2016-08-13,80,2,1203.93,1,2,3,123,Low Value / Casual,AHMEDABAD
C1007606,2016-10-19,13,1,1203.88,4,2,3,423,Potential Loyalists,BANGALORE
C1022607,2016-10-18,14,5,1203.72,4,5,3,453,Loyal Customers,SURAT
C1027792,2016-10-08,24,3,1203.66,3,4,3,343,Loyal Customers,GURGAON
C1039962,2016-08-31,62,1,1203.64,1,1,3,113,Low Value / Casual,BANGALORE
C1038159,2016-09-29,33,3,1203.55,3,4,3,343,Loyal Customers,NOIDA
C1002400,2016-10-25,7,2,1203.55,5,3,3,533,Loyal Customers,BANGALORE
C1024568,2016-10-04,28,3,1203.47,3,4,3,343,Loyal Customers,PUNE
C1023401,2016-10-02,30,2,1203.35,3,3,3,333,Loyal Customers,KOLKATA
C1007579,2016-09-27,35,2,1203.32,2,3,3,233,At Risk,MUMBAI
C1028783,2016-10-14,18,3,1203.17,4,4,3,443,Loyal Customers,CHENNAI
C1028799,2016-08-18,75,2,1203.02,1,2,3,123,Low Value / Casual,KOLKATA
C1024147,2016-08-27,66,1,1202.91,1,1,3,113,Low Value / Casual,GURGAON
C1035997,2016-09-06,56,1,1202.84,1,1,3,113,Low Value / Casual,MUMBAI
C1040865,2016-10-30,2,4,1202.57,5,5,3,553,Loyal Customers,HYDERABAD
C1040375,2016-10-02,30,4,1202.55,3,5,3,353,Loyal Customers,MUMBAI
C1044931,2016-08-28,65,2,1202.54,1,2,3,123,Low Value / Casual,PUNE
C1035583,2016-10-15,17,2,1202.4,4,3,3,433,Loyal Customers,CHENNAI
C1013283,2016-09-20,42,2,1202.37,2,3,3,233,At Risk,MUMBAI
C1029531,2016-08-31,62,2,1202.2,1,2,3,123,Low Value / Casual,CHENNAI
C1026849,2016-10-01,31,3,1202.15,3,4,3,343,Loyal Customers,MUMBAI
C1023767,2016-10-23,9,1,1201.93,4,2,3,423,Potential Loyalists,NEW DELHI
C1024039,2016-10-29,3,4,1201.92,5,5,3,553,Loyal Customers,AHMEDABAD
C1006802,2016-09-02,60,4,1201.82,1,5,3,153,At Risk,NOIDA
C1010990,2016-10-17,15,5,1201.78,4,5,3,453,Loyal Customers,NEW DELHI
C1012240,2016-10-25,7,4,1201.61,5,5,3,553,Loyal Customers,GURGAON
C1012887,2016-10-31,1,2,1201.57,5,4,3,543,Loyal Customers,PUNE
C1047579,2016-09-24,38,2,1201.57,2,3,3,233,At Risk,BANGALORE
C1039802,2016-08-26,67,1,1201.54,1,1,3,113,Low Value / Casual,MUMBAI
C1018418,2016-09-15,47,2,1201.26,2,2,3,223,Low Value / Casual,BANGALORE
C1016898,2016-10-19,13,3,1201.15,4,4,3,443,Loyal Customers,NEW DELHI
C1040893,2016-09-29,33,3,1201.12,3,4,3,343,Loyal Customers,GURGAON
C1007402,2016-08-11,82,1,1201.09,1,1,3,113,Low Value / Casual,NEW DELHI
C1010183,2016-10-28,4,3,1201.06,5,5,3,553,Loyal Customers,PUNE
C1038306,2016-08-22,71,3,1200.91,1,4,3,143,At Risk,NEW DELHI
C1024224,2016-09-01,61,3,1200.83,1,4,3,143,At Risk,NOIDA
C1001317,2016-10-19,13,1,1200.82,4,2,3,423,Potential Loyalists,KOLKATA
C1000410,2016-09-04,58,2,1200.8,1,2,3,123,Low Value / Casual,CHENNAI
C1019881,2016-10-29,3,3,1200.78,5,5,3,553,Loyal Customers,NEW DELHI
C1046157,2016-10-29,3,1,1200.72,5,2,3,523,Potential Loyalists,BANGALORE
C1015956,2016-09-24,38,1,1200.65,2,1,3,213,Low Value / Casual,MUMBAI
C1021514,2016-10-31,1,6,1200.62,5,5,3,553,Loyal Customers,HYDERABAD
C1039248,2016-10-27,5,4,1200.57,5,5,3,553,Loyal Customers,AHMEDABAD
C1029367,2016-09-05,57,3,1200.54,1,4,3,143,At Risk,MUMBAI
C1047814,2016-10-14,18,3,1200.53,4,4,3,443,Loyal Customers,MUMBAI
C1016393,2016-10-29,3,3,1200.16,5,5,3,553,Loyal Customers,MUMBAI
C1039254,2016-08-28,65,2,1200.13,1,2,3,123,Low Value / Casual,BANGALORE
C1042468,2016-10-17,15,3,1200.08,4,4,3,443,Loyal Customers,CHENNAI
C1009816,2016-09-02,60,5,1199.79,1,5,3,153,At Risk,MUMBAI
C1022358,2016-10-22,10,2,1199.32,4,3,3,433,Loyal Customers,MUMBAI
C1023865,2016-10-11,21,1,1199.31,3,2,3,323,Low Value / Casual,MUMBAI
C1043551,2016-10-01,31,3,1199.22,3,4,3,343,Loyal Customers,HYDERABAD
C1032106,2016-10-09,23,2,1199.04,3,3,3,333,Loyal Customers,BANGALORE
C1024052,2016-10-25,7,4,1198.92,5,5,3,553,Loyal Customers,KOLKATA
C1008522,2016-09-04,58,3,1198.89,1,4,3,143,At Risk,MUMBAI
C1030827,2016-10-11,21,1,1198.88,3,2,3,323,Low Value / Casual,SURAT
C1002686,2016-10-31,1,3,1198.86,5,5,3,553,Loyal Customers,PATNA
C1025356,2016-09-26,36,2,1198.59,2,3,3,233,At Risk,HYDERABAD
C1006873,2016-10-31,1,4,1198.55,5,5,3,553,Loyal Customers,GURGAON
C1028014,2016-10-27,5,3,1198.44,5,5,3,553,Loyal Customers,PUNE
C1011963,2016-10-13,19,4,1198.36,4,5,3,453,Loyal Customers,NOIDA
C1011751,2016-10-11,21,4,1198.36,3,5,3,353,Loyal Customers,MUMBAI
C1013688,2016-10-28,4,3,1198.32,5,5,3,553,Loyal Customers,MUMBAI
C1024850,2016-09-03,59,3,1198.27,1,4,3,143,At Risk,NEW DELHI
C1029671,2016-10-27,5,2,1198.15,5,3,3,533,Loyal Customers,GURGAON
C1007251,2016-09-03,59,2,1197.93,1,2,3,123,Low Value / Casual,HYDERABAD
C1030471,2016-10-18,14,2,1197.9,4,3,3,433,Loyal Customers,NOIDA
C1001293,2016-10-19,13,2,1197.78,4,3,3,433,Loyal Customers,MUMBAI
C1034350,2016-10-29,3,4,1197.74,5,5,3,553,Loyal Customers,CHENNAI
C1027258,2016-10-02,30,3,1197.56,3,4,3,343,Loyal Customers,NEW DELHI
C1047601,2016-08-29,64,3,1197.53,1,4,3,143,At Risk,PUNE
C1040848,2016-09-11,51,2,1197.53,2,2,3,223,Low Value / Casual,BANGALORE
C1036591,2016-10-15,17,3,1197.5,4,4,3,443,Loyal Customers,PUNE
C1006151,2016-10-28,4,1,1197.41,5,2,3,523,Potential Loyalists,MUMBAI
C1034423,2016-10-18,14,4,1197.32,4,5,3,453,Loyal Customers,THANE
C1031497,2016-10-26,6,3,1197.28,5,4,3,543,Loyal Customers,BANGALORE
C1027846,2016-10-29,3,3,1197.26,5,5,3,553,Loyal Customers,GURGAON
C1023665,2016-09-02,60,1,1197.24,1,1,3,113,Low Value / Casual,BANGALORE
C1037175,2016-10-27,5,2,1197.16,5,3,3,533,Loyal Customers,BANGALORE
C1045841,2016-09-13,49,1,1197.0,2,1,3,213,Low Value / Casual,GURGAON
C1047019,2016-08-24,69,2,1196.99,1,2,3,123,Low Value / Casual,NEW DELHI
C1045945,2016-10-19,13,3,1196.66,4,4,3,443,Loyal Customers,AHMEDABAD
C1025815,2016-10-31,1,3,1196.61,5,5,3,553,Loyal Customers,GURGAON
C1039704,2016-10-14,18,2,1196.48,4,3,3,433,Loyal Customers,NEW DELHI
C1033206,2016-10-25,7,2,1196.37,5,3,3,533,Loyal Customers,THANE
