TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR)
T28815,C1048731,16/9/1983,F,AHMEDABAD,53419.87,6/9/16,140107,570.02
T28816,C1031780,19/1/1970,F,NEW DELHI,10051.82,18/8/16,11251,118.38
T28817,C1037259,19/9/1963,M,pune,203954.70,15/10/16,180938,99.31
T28818,C1003073,1/3/1952,,AHMEDABAD,103369.75,28/9/16,13917,910.34
T28819,C1003431,4/2/1972,M,CHENNAI,81144.93,5/9/16,135727,1238.86
T28820,C1036677,1/1/1800,M,KOLKATA,9137.94,8/8/16,152556,627.17
T28821,C1038974,1/1/1800,M,KOLKATA,5657.95,6/8/16,183514,195.22
T28822,C1033702,26/3/1976,F,JAIPUR,14680.21,11/8/16,63721,93.83
T28823,C1040167,6/6/1963,M,BANGALORE,10080.47,24/10/16,103841,277.32
T28824,C1027774,17/11/1964,M,NEW DELHI,12189.38,16/10/16,53044,4780.12
T28825,C1047871,14/8/1969,M,chennai,30084.05,5/9/16,92613,502.00
T28826,C1020060,3/8/1957,M,INDORE,2808.85,26/8/16,15029,77.69
T28827,C1026002,15/2/1971,M,MUMBAI,87307.81,16/8/16,232507,496.41
T28828,C1018235,8/4/1956,M,BANGALORE,2767.12,27/10/16,100403,104.99
T28829,C1037433,10/4/1958,M,THANE,4162.50,5/10/16,161123,367.21
T28830,C1001158,3/11/1982,F,PATNA,66005.79,16/8/16,110736,53.49
T28831,C1014565,1/6/1971,M,KOLKATA,12140.39,10/8/16,164551,979.18
T28832,C1001400,1/6/1989,M,BANGALORE,9643.22,13/8/16,123232,190.66
T28833,C1028830,2/10/1980,M,PUNE,7487.87,20/8/16,143025,213.46
T28834,C1025462,11/11/1995,M,LUCKNOW,56119.62,18/8/16,205205,43.05
T28835,C1043381,2/9/1953,M,kolkata,23898.43,28/8/16,519,767.08
T28836,C1047166,6/2/1994,M,NOIDA,5445.69,18/8/16,3929,1150.72
T28837,C1014743,21/8/1987,M, MUMBAI ,7047.81,23/9/16,44352,283.94
T28838,C1017425,6/7/1952,M,NEW DELHI,16781.83,3/9/16,192455,221.55
T28839,C1031565,9/3/1978,M,MUMBAI,14152.22,16/8/16,181812,82.54
T28840,C1012214,5/7/1971,,PUNE,102977.86,17/8/16,121916,175.66
T28841,C1034921,25/12/1971,M,MUMBAI,3547.67,2/8/16,20734,446.05
T28842,C1042632,23/3/1956,F,NEW DELHI,5471.44,14/8/16,523,798.62
T28843,C1000693,14/3/1983,M,PUNE,5174.99,28/8/16,15212,52.12
T28844,C1047042,22/7/1964,M,NEW DELHI,5154.34,9/8/16,205835,34.64
T28845,C1010703,1/1/1800,M,BANGALORE,6339.79,1/8/16,73025,949.13
T28846,C1019277,26/10/1992,M,PUNE,5723.04,4/10/16,195825,876.10
T28847,C1023229,15/6/1982,M,GURGAON,19958.53,1/9/16,73224,1419.57
T28848,C1002459,1/1/1800,M,BANGALORE,26101.63,16/8/16,83616,856.08
T28849,C1017719,23/3/1968,M,CHENNAI,33762.75,25/10/16,211027,205.10
T28850,C1005914,1/4/1992,M,SURAT,10135.47,15/10/16,163128,878.25
T28851,C1043443,1/1/1800,M,GURGAON,44939.61,20/10/16,95450,386.87
T28852,C1003362,27/2/1975,M,MUMBAI,11104.69,28/8/16,233623,57.87
T28853,C1018416,13/1/1976,M,BANGALORE,9085.55,6/8/16,34912,1051.12
T28854,C1047441,5/1/1983,M,NEW DELHI,22150.88,18/10/16,120208,556.86
T28855,C1041903,3/9/1966,M,hyderabad,4653.57,30/8/16,122914,513.31
T28856,C1015787,23/10/1996,M,CHENNAI,5126.50,7/9/16,150233,126.80
T28857,C1002553,10/8/1976,M,HYDERABAD,14321.00,9/8/16,212349,541.59
T28858,C1013179,18/1/1957,M,MUMBAI,13580.97,13/9/16,44249,553.63
T28859,C1032596,27/12/1970,M,KOLKATA,5281.82,3/9/16,234129,69.07
T28860,C1029951,15/1/1986,M,MUMBAI,3100.06,7/10/16,130245,208.82
T28861,C1023859,10/5/1988,M,MUMBAI,36771.42,8/10/16,72910,225.99
T28862,C1031012,17/1/1979,M,NEW DELHI,28861.99,20/10/16,1433,10124.08
T28863,C1040657,1/1/1800,M,BANGALORE,27467.59,14/8/16,224014,378.63
T28864,C1001305,22/3/1988,M,MUMBAI,15953.08,22/8/16,162715,225.11
T28865,C1019316,1/10/1973,M,HYDERABAD,5534.23,12/9/16,120716,459.70
T28866,C1014566,21/12/1996,M,THANE,89682.67,2/9/16,134356,312.42
T28867,C1021634,7/8/1975,M,HYDERABAD,4561.11,9/9/16,214632,1568.67
T28868,C1006612,,M,MUMBAI,12172.50,11/8/16,71800,142.67
T28869,C1004212,4/10/1992,M,CHENNAI,4648.07,28/10/16,40412,256.59
T28870,C1045655,11/8/1968,M,MUMBAI,40979.04,3/10/16,183039,255.93
T28871,C1027500,24/11/1981,F,NEW DELHI,11525.78,25/10/16,142025,1695.94
T28872,C1031172,22/1/1985,M,INDORE,70932.75,12/9/16,52526,1129.04
T28873,C1002887,11/9/1976,F,BANGALORE,4291.13,25/10/16,143625,381.33
T28874,C1034178,3/2/1960,M,NEW DELHI,33471.21,7/8/16,25641,375.77
T28875,C1005032,2/6/1960,M,NOIDA,6185.21,29/10/16,32707,241.13
T28876,C1007967,23/12/1981,M,KOLKATA,18710.97,24/8/16,130504,254.35
T28877,C1018188,9/8/1966,M,NEW DELHI,468.30,18/8/16,165621,754.05
T28878,C1024494,8/12/1988,M,NEW DELHI,5771.42,27/8/16,82526,480.55
T28879,C1006130,11/10/1998,F,CHENNAI,20385.22,3/8/16,85810,367.18
T28880,C1026913,16/4/1991,M,NOIDA,2413.88,16/8/16,11807,20.19
T28881,C1027802,20/3/1954,M,THANE,12486.02,9/10/16,174506,446.61
T28882,C1048782,11/1/1983,F, HYDERABAD ,84784.03,25/10/16,72337,477.26
T28883,C1019166,1/1/1800,M,HYDERABAD,11058.77,22/8/16,235943,314.85
T28884,C1032068,4/7/1978,F,BANGALORE,8676.95,12/10/16,42947,576.97
T28885,C1027903,11/12/1969,M,NOIDA,91746.28,9/8/16,33744,335.33
T28886,C1017918,18/6/1952,M,HYDERABAD,15328.52,3/10/16,111929,491.83
T28887,C1046812,24/3/1985,F,GURGAON,10072.06,7/8/16,43155,87.33
T28888,C1033080,27/8/1989,M,CHENNAI,20328.84,1/8/16,230316,669.42
T28889,C1023556,9/6/1995,M,AHMEDABAD,29475.49,10/9/16,103619,208.39
T28890,C1019413,5/1/1956,M,mumbai,23992.44,17/8/16,192003,160.43
T28891,C1045825,6/4/1974,M,HYDERABAD,62534.72,21/8/16,121703,966.19
T28892,C1030476,17/9/1995,F,MUMBAI,10335.16,19/10/16,144055,68.41
T28893,C1039265,5/6/1980,M,KOLKATA,4180.55,5/10/16,124643,601.60
T28894,C1031485,26/7/1964,F,BANGALORE,13324.52,10/8/16,103421,393.15
T28895,C1026946,21/2/1982,F,THANE,9381.63,30/8/16,20524,968.89
T28896,C1036940,21/1/1970,M,CHENNAI,3055.92,20/10/16,131252,637.42
T28897,C1045817,23/5/1984,F,MUMBAI,6304.09,1/8/16,122756,1440.53
T28898,C1008735,1/1/1800,M,BANGALORE,13878.66,13/10/16,24911,508.28
T28899,C1025527,23/7/1992,M,NEW DELHI,25052.26,21/9/16,101628,1137.24
T28900,C1011646,10/6/1994,F,NOIDA,9526.64,1/8/16,164504,5723.42
T28901,C1018921,20/5/1953,M,PATNA,4890.64,13/10/16,73531,1447.38
T28902,C1046880,5/5/1966,M,MUMBAI,4405.34,22/9/16,184300,353.23
T28903,C1004099,19/5/1989,M,CHENNAI,29880.59,30/10/16,204247,1626.01
T28904,C1008838,16/12/1982,F,GURGAON,23319.94,15/9/16,125103,81.80
T28905,C1046197,13/9/1970,M,GURGAON,158390.97,5/8/16,121909,930.68
T28906,C1041493,2/1/1952,M,BANGALORE,40723.77,10/9/16,233030,129.83
T28907,C1017734,27/6/1979,F,NEW DELHI,13024.50,14/9/16,74042,771.26
T28908,C1049759,13/10/1963,M,THANE,12988.31,2/10/16,145344,321.00
T28909,C1016996,14/2/1968,M,NEW DELHI,20503.95,2/9/16,70048,243.37
T28910,C1033646,19/5/1970,M,CHENNAI,105479.96,13/9/16,100839,705.99
T28911,C1016523,11/2/1955,F,NEW DELHI,11679.74,9/10/16,223610,1242.90
T28912,C1011615,12/5/1951,M,MUMBAI,83807.95,7/9/16,183232,493.22
T28913,C1007623,1/1/1800,M,NEW DELHI,7712.26,6/10/16,1754,1897.54
T28914,C1001895,16/3/1973,M,NOIDA,20464.18,19/9/16,130444,333.80
T28915,C1034882,19/8/1961,M,NOIDA,11357.21,8/9/16,215917,39.88
T28916,C1015459,6/2/1952,M,PUNE,11859.12,25/10/16,101922,166.79
T28917,C1014869,23/9/1995,M,GURGAON,63886.14,17/9/16,51604,677.01
T28918,C1035820,6/11/1970,F,HYDERABAD,5633.95,27/8/16,74311,241.80
T28919,C1045603,23/6/1958,M,HYDERABAD,7601.63,5/10/16,72454,723.02
T28920,C1023972,25/3/1991,M,KOLKATA,41968.44,2/10/16,100508,397.04
T28921,C1028715,1/1/1800,M,NOIDA,16158.72,2/10/16,223458,130.83
T28922,C1040220,2/3/1971,M,HYDERABAD,12654.68,9/8/16,212731,609.78
T28923,C1033466,19/9/1956,M,GURGAON,13666.50,2/8/16,120925,462.39
T28924,C1006347,21/12/1962,M,HYDERABAD,13550.13,27/8/16,185533,218.80
T28925,C1020902,7/7/1973,M,JAIPUR,23593.58,28/8/16,213223,268.64
T28926,C1016585,2/6/1963,M,THANE,3827.26,24/10/16,154305,1003.94
T28927,C1048773,20/7/1976,M,PUNE,34009.10,17/10/16,125119,520.87
T28928,C1002246,1/1/1800,M,HYDERABAD,6981.44,20/9/16,210725,27.37
T28929,C1036196,6/12/1964,M,MUMBAI,36457.08,12/10/16,135009,106.99
T28930,C1023062,27/11/1987,M,JAIPUR,6510.47,3/10/16,145310,633.04
T28931,C1049737,15/9/1989,M,BANGALORE,11322.25,23/8/16,180512,336.47
T28932,C1030124,20/2/1997,M,CHENNAI,35616.05,2/8/16,155911,633.23
T28933,C1012847,13/6/1988,F,KOLKATA,2082.50,6/10/16,165543,492.46
T28934,C1013103,28/12/1996,F,JAIPUR,36384.38,3/10/16,115612,533.41
T28935,C1039600,21/12/1959,M,MUMBAI,1781.31,28/9/16,52346,549.18
T28936,C1005379,1/1/1800,F,NEW DELHI,82205.98,12/9/16,44103,419.76
T28937,C1037417,1/3/1972,F,AHMEDABAD,9378.40,30/8/16,82757,144.37
T28938,C1006797,13/7/1983,F,CHENNAI,101805.84,27/9/16,103536,1440.16
T28939,C1048919,17/6/1989,M,MUMBAI,668.50,22/10/16,110841,281.06
T28940,C1018841,28/3/1971,,BANGALORE,36178.71,11/9/16,32046,300.88
T28941,C1032175,17/9/1979,F,BANGALORE,10789.11,20/9/16,91141,120.64
T28942,C1031180,8/2/1972,M,KOLKATA,16807.87,10/8/16,212438,6127.11
T28943,C1034666,14/10/1988,F,NEW DELHI,23131.49,11/8/16,233926,205.96
T28944,C1023763,8/2/1984,M,NEW DELHI,49273.26,24/9/16,91349,581.60
T28945,C1006973,1/1/1800,M,NOIDA,59386.40,10/10/16,95726,1244.95
T28946,C1021811,10/10/1992,F,BANGALORE,8339.64,18/8/16,35234,504.37
T28947,C1037039,1/1/1800,M,BANGALORE,22645.40,17/10/16,10238,132.97
T28948,C1036546,20/7/1988,M,PUNE,5524.34,26/9/16,210020,70.99
T28949,C1034445,3/8/1982,M,LUCKNOW,6873.00,25/9/16,94512,857.44
T28950,C1008044,7/11/1953,F,CHENNAI,6773.05,9/10/16,21036,364.31
T28951,C1040115,16/10/1957,M,mumbai,14582.71,18/8/16,51411,3396.34
T28952,C1027998,1/1/1800,M,chennai,12430.18,8/9/16,71019,1511.33
T28953,C1019206,1/1/1953,M,KOLKATA,4743.90,26/9/16,161040,212.41
T28954,C1034485,8/2/1968,F,PUNE,26853.61,17/9/16,80406,422.20
T28955,C1017251,21/8/1961,M,bangalore,1676.30,24/10/16,100311,347.36
T28956,C1038937,1/3/1975,F,MUMBAI,19569.78,5/9/16,35154,179.27
T28957,C1014647,17/4/1961,M,SURAT,17894.40,1/10/16,225853,146.11
T28958,C1024527,9/6/1955,M,LUCKNOW,160966.07,18/8/16,185736,696.63
T28959,C1038342,13/1/1998,F,NEW DELHI,14326.43,15/9/16,171032,1056.41
T28960,C1023002,4/4/1952,M,INDORE,20087.10,12/8/16,162559,196.36
T28961,C1043108,2/1/1984,M,CHENNAI,69236.73,11/8/16,73328,743.18
T28962,C1007769,11/5/1958,M,BANGALORE,23166.90,11/9/16,223419,1369.27
T28963,C1025926,24/5/1985,M,HYDERABAD,4584.23,5/9/16,211901,332.03
T28964,C1038059,1/8/1967,M,CHENNAI,31088.36,21/10/16,105211,50.75
T28965,C1011645,6/6/1981,M,THANE,38198.92,20/9/16,90342,658.53
T28966,C1002397,7/6/1992,M,KOLKATA,64599.67,5/8/16,44549,36.23
T28967,C1043741,1/1/1800,F,BANGALORE,32381.92,28/8/16,52238,47.67
T28968,C1019027,27/4/1954,M,HYDERABAD,20249.39,15/8/16,83732,1454.33
T28969,C1019587,15/1/1969,M,NEW DELHI,11662.62,6/9/16,141813,240.31
T28970,C1023902,21/2/1953,M,KOLKATA,9747.36,22/9/16,202344,62.93
T28971,C1044207,10/3/1990,M,BANGALORE,11756.10,28/9/16,150446,372.08
T28972,C1004271,26/10/1990,F,NEW DELHI,346164.00,1/10/16,203148,98.98
T28973,C1020818,16/9/1976,M,SURAT,7307.08,30/8/16,71227,513.59
T28974,C1045889,4/7/1995,M,HYDERABAD,9133.72,12/9/16,61805,15.01
T28975,C1018141,15/5/1974,M,BANGALORE,10191.76,12/8/16,224612,1837.31
T28976,C1031272,16/9/1981,M,MUMBAI,13327.22,7/10/16,181956,308.75
T28977,C1016133,21/4/1998,F,JAIPUR,10978.48,23/9/16,90359,3351.76
T28978,C1029503,1/1/1800,M,GURGAON,19868.37,17/10/16,12042,1367.12
T28979,C1022370,16/1/1971,M, HYDERABAD ,5221.42,22/9/16,163328,396.26
T28980,C1048796,1/4/1992,M,BANGALORE,6676.17,14/10/16,142128,62.32
T28981,C1016006,15/5/1978,M,BANGALORE,14676.99,18/10/16,172005,329.84
T28982,C1008787,12/2/1970,F,MUMBAI,10449.22,17/9/16,114006,2369.35
T28983,C1048894,4/3/1980,M,CHENNAI,52391.90,16/10/16,123209,790.84
T28984,C1017985,12/12/1953,M,BANGALORE,5709.74,13/9/16,144950,513.28
T28985,C1040661,12/4/1979,M,AHMEDABAD,3225.94,25/8/16,202149,1502.17
T28986,C1026283,11/8/1973,M,NEW DELHI,34381.78,21/8/16,144846,55.19
T28987,C1003991,5/4/1965,M,NEW DELHI,12272.04,18/8/16,130618,471.06
T28988,C1002970,6/9/1979,F,NEW DELHI,8377.98,27/10/16,122345,101.89
T28989,C1029296,24/12/1955,M,JAIPUR,8094.64,20/10/16,122749,845.02
T28990,C1009837,12/2/1963,M,MUMBAI,14043.20,25/10/16,90230,788.12
T28991,C1004228,4/11/1958,F,NEW DELHI,22677.37,25/9/16,233445,1257.68
T28992,C1041713,23/11/1953,M,THANE,68580.82,19/9/16,10936,312.91
T28993,C1006471,5/3/1964,M,CHENNAI,3353.99,13/9/16,172951,1466.72
T28994,C1013185,1/1/1800,M,CHENNAI,9971.27,4/10/16,41128,127.92
T28995,C1025763,28/9/1981,M,AHMEDABAD,13773.97,23/10/16,20728,1218.90
T28996,C1036534,5/9/1982,M,new delhi,3953.79,5/10/16,30334,527.15
T28997,C1015794,7/2/1996,M,CHENNAI,5643.37,11/8/16,73447,252.74
T28998,C1006339,21/12/1962,M,NEW DELHI,71250.79,9/10/16,205558,85.32
T28999,C1017098,7/1/1982,M,PATNA,7115.05,23/10/16,155848,459.61
T29000,C1049885,10/10/1974,M,JAIPUR,25765.44,9/9/16,104102,1436.09
T29001,C1007637,20/12/1988,M,GURGAON,4607.31,24/8/16,184842,1149.23
T29002,C1043208,10/6/1989,M,CHENNAI,27399.37,31/8/16,204642,1091.10
T29003,C1015050,4/5/1991,M,KOLKATA,6173.52,8/8/16,155509,397.17
T29004,C1023791,20/11/1976,F,CHENNAI,51129.60,9/8/16,235530,590.49
T29005,C1005797,10/6/1952,M,MUMBAI,21672.78,30/9/16,165917,491.04
T29006,C1031549,1/1/1800,F,KOLKATA,20238.42,27/10/16,141858,170.77
T29007,C1040505,1/1/1800,F,MUMBAI,4373.75,29/9/16,212106,304.40
T29008,C1033794,13/6/1983,M,MUMBAI,9421.46,28/10/16,83731,106.55
T29009,C1018298,3/5/1977,M,NEW DELHI,4293.46,5/9/16,25248,571.66
T29010,C1018463,28/6/1971,M,SURAT,11294.42,10/10/16,152547,385.74
T29011,C1017155,27/9/1991,M,BANGALORE,29300.56,16/9/16,133153,564.19
T29012,C1015593,23/8/1989,F,KOLKATA,5973.87,30/9/16,230733,982.56
T29013,C1025949,27/1/1964,F,MUMBAI,20431.55,2/9/16,223056,500.01
T29014,C1048757,1/9/1971,M,hyderabad,116975.24,24/9/16,214839,3250.41
T29015,C1012010,1/1/1800,F,CHENNAI,19817.11,29/9/16,202335,148.94
T29016,C1000946,,F,PUNE,25187.42,15/10/16,131635,157.83
T29017,C1024435,28/7/1994,M,MUMBAI,12806.17,2/9/16,214607,352.79
T29018,C1028376,9/1/1961,M,MUMBAI,9409.77,28/8/16,71926,149.53
T29019,C1021807,24/3/1989,M,LUCKNOW,16173.36,30/9/16,210744,1151.58
T29020,C1033731,12/8/1975,M,KOLKATA,2850.92,28/8/16,175426,2733.98
T29021,C1029732,28/2/1954,M,PUNE,28822.15,31/10/16,180940,275.59
T29022,C1017741,8/6/1975,M,NEW DELHI,9734.98,19/8/16,134336,2306.19
T29023,C1016827,15/3/1960,F,CHENNAI,22475.58,24/9/16,180505,2216.48
T29024,C1049686,17/2/1990,M,HYDERABAD,3972.14,29/10/16,152248,1754.51
T29025,C1036195,9/6/1975,M,KOLKATA,22474.89,12/9/16,121536,1087.17
T29026,C1001364,8/7/1973,M,MUMBAI,15913.84,22/9/16,61451,502.89
T29027,C1035556,8/9/1971,M,JAIPUR,21527.64,5/10/16,63549,282.23
T29028,C1011678,2/10/1974,M,HYDERABAD,25915.58,24/10/16,125214,195.89
T29029,C1002368,12/3/1983,M,NEW DELHI,3382.46,30/9/16,120540,148.35
T29030,C1013864,14/5/1996,M,MUMBAI,60043.40,2/9/16,21025,4197.22
T29031,C1044362,21/11/1976,F,PUNE,29995.28,23/8/16,213825,1341.63
T29032,C1037461,15/12/1997,F,PATNA,72106.02,23/9/16,225121,545.42
T29033,C1044432,5/12/1957,M,CHENNAI,18087.94,16/10/16,174427,287.16
T29034,C1044466,26/1/1968,F, KOLKATA ,3103.75,5/10/16,21727,346.39
T29035,C1005583,12/4/1986,M,HYDERABAD,10064.26,28/8/16,22343,340.94
T29036,C1019928,19/8/1964,M,AHMEDABAD,50202.57,24/10/16,191600,592.92
T29037,C1005932,11/4/1980,M,MUMBAI,4088.42,2/9/16,30503,335.86
T29038,C1028061,4/2/1960,M,NOIDA,6113.80,1/9/16,125842,374.60
T29039,C1028883,11/8/1970,M,KOLKATA,1238.24,11/8/16,212245,933.79
T29040,C1002793,26/8/1954,M,CHENNAI,146367.82,21/8/16,205348,304.60
T29041,C1037029,13/1/1962,F,AHMEDABAD,3236.75,15/9/16,202817,2994.92
T29042,C1021286,1/9/1963,M,MUMBAI,8950.25,6/8/16,153715,524.76
T29043,C1030975,27/10/1991,M,THANE,22364.05,6/9/16,221251,134.99
T29044,C1019760,13/1/1992,F,HYDERABAD,150626.19,27/8/16,220951,1009.47
T29045,C1007554,16/9/1974,F,GURGAON,5108.00,1/10/16,144458,571.44
T29046,C1043472,1/1/1800,M,BANGALORE,19051.83,18/10/16,82420,105.94
T29047,C1034704,4/7/1993,M,pune,202966.09,26/9/16,52333,2858.45
T29048,C1041370,3/5/1998,M,HYDERABAD,108732.50,15/8/16,112205,1725.23
T29049,C1024421,6/12/1959,F,NEW DELHI,32256.56,9/10/16,131413,2121.00
T29050,C1009398,23/3/1978,M,KOLKATA,7467.92,3/9/16,184504,620.21
T29051,C1033604,19/4/1979,M,BANGALORE,29219.34,19/8/16,141626,497.36
T29052,C1035896,4/11/1986,M,MUMBAI,5062.29,30/8/16,44408,272.54
T29053,C1034466,1/1/1800,F,MUMBAI,12206.20,30/10/16,43255,818.16
T29054,C1031717,3/8/1954,M,THANE,46156.54,21/9/16,170430,477.71
T29055,C1035792,9/12/1963,F,BANGALORE,38035.98,6/8/16,101426,147.20
T29056,C1003465,12/8/1973,M,BANGALORE,32557.16,24/10/16,160746,160.41
T29057,C1002119,8/11/1974,M,MUMBAI,8461.79,18/10/16,164441,176.73
T29058,C1031099,,F,MUMBAI,17693.65,8/10/16,200326,118.90
T29059,C1041345,1/8/1956,F,MUMBAI,19215.39,22/8/16,104055,972.37
T29060,C1001131,14/9/1958,M,THANE,162484.78,14/8/16,235330,103.34
T29061,C1023756,1/1/1800,M,PUNE,7057.92,31/10/16,170909,230.06
T29062,C1010366,7/10/1990,M,MUMBAI,7155.60,10/10/16,112331,921.78
T29063,C1024472,3/3/1979,M,SURAT,6745.65,2/10/16,203212,134.16
T29064,C1020738,28/3/1974,M,BANGALORE,1577.56,27/10/16,182541,1326.14
T29065,C1012994,19/8/1953,M,THANE,19714.14,5/9/16,151908,660.27
T29066,C1046555,24/9/1966,M,NEW DELHI,156349.70,13/8/16,91106,512.91
T29067,C1000263,7/4/1972,M,CHENNAI,14933.19,13/10/16,144605,704.75
T29068,C1011622,17/1/1962,M, MUMBAI ,24536.66,13/10/16,124301,1053.60
T29069,C1031684,23/12/1984,M,INDORE,16350.75,6/10/16,234610,254.78
T29070,C1027845,11/9/1966,M,THANE,9279.53,26/9/16,72211,48.89
T29071,C1031724,21/7/1972,M,BANGALORE,13110.97,25/9/16,115424,250.50
T29072,C1004573,11/7/1989,M, SURAT ,13675.53,3/8/16,173335,2263.36
T29073,C1014606,1/1/1800,M,CHENNAI,13425.85,25/9/16,143156,256.10
T29074,C1003500,5/7/1953,F,CHENNAI,16643.92,27/8/16,154129,84.00
T29075,C1025774,23/12/1952,M,THANE,88926.59,6/10/16,203801,126.03
T29076,C1034461,1/1/1800,M,MUMBAI,5051.69,30/10/16,73259,541.07
T29077,C1008833,16/12/1989,F,THANE,17670.57,14/9/16,172256,1985.05
T29078,C1004950,21/4/1985,F,NOIDA,29402.00,26/10/16,231850,136.81
T29079,C1034104,25/7/1976,M,AHMEDABAD,2078.20,23/10/16,114820,100.25
T29080,C1021025,22/1/1961,M,GURGAON,452.59,25/9/16,42049,183.25
T29081,C1029647,22/1/1990,M,HYDERABAD,11677.05,14/10/16,115813,954.01
T29082,C1048423,22/11/1990,M,NOIDA,4347.05,29/9/16,24916,1796.54
T29083,C1040220,2/3/1971,M,HYDERABAD,14694.93,28/9/16,33437,1664.86
T29084,C1004415,,M, NOIDA ,17809.88,4/8/16,44334,1565.01
T29085,C1028612,9/4/1972,M,JAIPUR,36507.72,1/8/16,75027,962.77
T29086,C1015491,13/5/1997,M,KOLKATA,6210.75,6/8/16,224836,834.44
T29087,C1049477,8/4/1974,M,BANGALORE,9363.19,23/10/16,22244,14.59
T29088,C1010486,5/1/1975,M,THANE,22436.27,3/8/16,204451,124.15
T29089,C1007919,23/7/1962,M,HYDERABAD,87387.62,3/8/16,73952,995.70
T29090,C1016355,1/1/1800,F,HYDERABAD,37106.09,4/10/16,201943,1919.84
T29091,C1006706,13/1/1973,F,MUMBAI,5996.10,24/9/16,214335,105.12
T29092,C1039841,2/8/1965,F,INDORE,48316.41,29/10/16,60855,674.75
T29093,C1029692,6/12/1966,F,HYDERABAD,9657.83,11/8/16,1047,385.76
T29094,C1035951,23/10/1991,M,mumbai,18852.60,29/8/16,182134,118.43
T29095,C1008523,20/6/1998,M,NEW DELHI,31219.60,16/9/16,212421,782.56
T29096,C1001375,13/8/1972,,NEW DELHI,3124.13,22/10/16,45800,14413.37
T29097,C1019127,14/4/1991,M,MUMBAI,142058.52,5/9/16,232208,284.83
T29098,C1040410,13/1/1951,F,MUMBAI,31330.27,29/8/16,12005,39.01
T29099,C1013815,5/9/1971,M,BANGALORE,2313.98,3/10/16,31448,353.78
T29100,C1002259,21/7/1956,M,NOIDA,3393.40,18/8/16,190615,246.57
T29101,C1040326,23/12/1964,M,MUMBAI,40051.19,26/10/16,42113,224.18
T29102,C1024592,2/6/1954,M,HYDERABAD,5974.89,23/10/16,143507,106.24
T29103,C1040511,,M,NOIDA,7590.77,23/8/16,235759,474.03
T29104,C1010615,6/11/1981,M,PUNE,8638.60,29/9/16,161809,1185.13
T29105,C1048579,12/3/1995,F,BANGALORE,20212.21,22/10/16,72030,633.19
T29106,C1028344,17/6/1960,M,AHMEDABAD,16545.67,1/9/16,202804,187.88
T29107,C1003062,7/2/1982,F,BANGALORE,26832.67,14/9/16,94208,133.55
T29108,C1001744,9/10/1976,,PUNE,1110.91,4/9/16,10327,748.29
T29109,C1048905,21/10/1959,M,BANGALORE,21714.52,12/9/16,22034,125.53
T29110,C1008379,1/1/1800,M,AHMEDABAD,8900.22,21/10/16,82826,3226.02
T29111,C1036765,6/11/1986,F,BANGALORE,14510.60,23/8/16,12652,665.07
T29112,C1029288,21/5/1962,M,HYDERABAD,85259.31,1/8/16,122528,460.94
T29113,C1020119,12/4/1955,M,NEW DELHI,3036.73,31/10/16,223944,207.93
T29114,C1042032,22/9/1965,F, BANGALORE ,50636.66,7/10/16,51416,262.81
T29115,C1034057,8/5/1985,M,NEW DELHI,18738.92,25/10/16,64823,464.99
T29116,C1014018,16/10/1961,M,NOIDA,7305.17,31/8/16,75923,163.46
T29117,C1028071,15/11/1998,M,HYDERABAD,9852.17,9/9/16,60639,425.65
T29118,C1039017,9/6/1997,F,KOLKATA,31163.75,6/9/16,53153,374.65
T29119,C1041676,26/12/1995,M,GURGAON,17454.36,14/9/16,183336,233.10
T29120,C1000680,5/7/1969,F,KOLKATA,7336.39,17/9/16,21943,26.99
T29121,C1036200,1/9/1956,M, HYDERABAD ,220083.61,18/9/16,2555,406.29
T29122,C1041841,14/8/1956,M,BANGALORE,10700.31,30/10/16,113935,398.18
T29123,C1009420,,M,NEW DELHI,13383.29,12/9/16,203316,1412.65
T29124,C1007911,26/4/1998,M, MUMBAI ,59440.76,16/9/16,210355,153.38
T29125,C1016521,20/7/1995,F,BANGALORE,30487.74,13/8/16,2043,80.04
T29126,C1007665,22/12/1959,M,NOIDA,31948.63,13/8/16,12201,602.53
T29127,C1025403,1/1/1800,M,HYDERABAD,18162.40,24/10/16,65844,209.33
T29128,C1046866,23/5/1986,M,HYDERABAD,8811.67,28/10/16,152005,309.33
T29129,C1030996,4/6/1996,M,BANGALORE,37650.33,28/10/16,135700,345.03
T29130,C1006656,25/5/1975,M,BANGALORE,2743.54,25/10/16,130143,264.50
T29131,C1046652,7/2/1996,M,BANGALORE,111213.17,7/9/16,235616,94.36
T29132,C1048993,17/10/1968,M,GURGAON,295463.93,17/10/16,235448,269.79
T29133,C1034680,5/9/1960,M,PUNE,9505.63,9/8/16,203338,504.10
T29134,C1036085,15/9/1953,F,KOLKATA,15130.65,16/10/16,232247,1250.32
T29135,C1009455,1/1/1800,M,NEW DELHI,6144.40,15/9/16,235738,308.29
T29136,C1040094,22/4/1965,M,HYDERABAD,29619.87,12/8/16,95831,65.76
T29137,C1044367,,M,MUMBAI,9373.45,18/9/16,55122,339.56
T29138,C1024694,3/7/1988,M,MUMBAI,9124.51,10/9/16,112710,2209.68
T29139,C1009210,24/12/1966,M,AHMEDABAD,12288.47,26/10/16,30253,564.87
